id,name,artist,release-date,release-country,duration,tracks_track_name,tracks_track_duration,tracks_track_position
mbrainz_149,Saturday Night Experience,"Watley, Jody",2001-01-01,United States,1720,"['Saturday Night Experience (Shelter vocal)', 'Saturday Night Experience (original)', 'Saturday Night Experience (Ron Trent vocal)', 'Saturday Night Experience (Shelter dub)']","['522', '288', '508', '402']","['1', '2', '3', '4']"
mbrainz_150,Twin Peaks Theme,Minimalistix,2001-01-01,Belgium,1625,"['Firewalkers (Filterheadz remix)', 'Twin Peaks Theme: ""Falling"" (DJ Garry vs. FTW remix)', 'Twin Peaks Theme: ""Falling"" (Brian Koner club mix)', 'Twin Peaks Theme: ""Falling"" (DJ Gert Tribal Trance mix)']","['412', '396', '430', '387']","['1', '2', '3', '4']"
mbrainz_151,Face the Future EP,Speedy J,1992-01-01,Netherlands,1477,"['Evolution', 'Destroit', 'Analogical', 'Pullover']","['419', '294', '405', '359']","['1', '2', '3', '4']"
mbrainz_153,Butterfly,Mondo Grosso,2000-01-01,France,1931,"['Butterfly (original)', 'Butterfly (Francois K Jazzy Vibe mix)', 'Butterfly (Sleepy Tongue Love mix)', 'Butterfly (instrumental)']","['363', '585', '556', '427']","['1', '2', '3', '4']"
mbrainz_154,Sunrise,Dave,2001-01-01,Germany,1112,"['Sunrise', 'Pole Position', 'Tower Power']","['402', '353', '357']","['1', '2', '3']"
mbrainz_155,The Future,"Lissat, Jens",1994-01-01,Germany,1192,"['The Future', 'Bulga', 'New Float']","['461', '408', '323']","['1', '2', '3']"
mbrainz_159,The Traveller,"Bartz, Richard",1998-11,Germany,1088,"['The Traveller 1', 'The Traveller 2', 'The Traveller 3', 'The Traveller 4']","['260', '253', '290', '285']","['1', '2', '3', '4']"
mbrainz_160,Drukqs 2 Track Promo,Aphex Twin,2001-08-01,United Kingdom,669,"['54 Cymru Beats (Argonaut mix)', 'Cock 10 (Delco Freedom mix)']","['362', '307']","['1', '2']"
mbrainz_162,Spiritual Aura,"Rap, DJ",2001-11-12,United Kingdom,0,"['Spiritual Aura (Danny C remix)', 'Spiritual Aura (Freestylers remix)']",[],"['1', '2']"
mbrainz_163,Young American Primitive,Young American Primitive,1993-01,United States,3483,"['Intro', 'Trance Formation', 'Flux', 'Young American Primitive', 'Ritual', 'Sunrise', 'Daydream', 'Over and Out', 'These Waves', 'Monolith Part One', 'Monolith Part Two']","['20', '365', '48', '368', '371', '483', '260', '410', '407', '305', '446']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_164,No Texture / Not For Outsiders,Paradox,1999-01-01,United Kingdom,0,"['No Texture', 'Not For Outsiders']",[],"['1', '2']"
mbrainz_166,Belong (release),LoSoul,2000-09,Germany,4248,"['Taste Not Waste', 'Late Play', 'Resisting Curare', 'Sunbeams and the Rain', 'Position', 'You Can Do', 'Trust', 'Overland', 'Lies', 'Remember You History', 'Depth Control']","['595', '149', '404', '445', '388', '173', '523', '286', '516', '365']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_168,Don't Stop the Rock: The Millennium Mixes,Freestyle,1999-01-01,United States,4269,"[""Don't Stop the Rock (Drop the Boom)"", ""Don't Stop the Rock"", ""It's Automatic"", ""Don't Stop the Rock (Toxik Twins Chemlab Meltdown mix)"", 'In Your Face', ""Jam the Box '99"", 'Count Me In', 'Jam the Box, Fix It in the Mix', 'Don\'t Stop the Rock (The original 12"")', ""Don't Stop the Rock (original album version)""]","['362', '430', '392', '450', '298', '408', '265', '324', '333', '358', '321', '328']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_169,From Beyond EP,"Cole, Dean",2001-01-01,United Kingdom,0,"[""Physics (Karl O'Connor rework)"", 'Physics', 'Dancefloor']",[],"['1', '2', '3']"
mbrainz_171,Out of Nowhere,"Tenor, Jimi",2000-07-17,United Kingdom,2781,"['Out of Nowhere', 'Hypnotic Drugstore', 'Paint the Stars', 'Pylon', 'Blood on Borscht', 'Backbone of Night', 'Spell', 'Better Than Ever', 'Night in Loimaa', 'Call of the Wild']","['234', '343', '352', '126', '303', '145', '321', '289', '298', '370']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_172,Travellers Of The Mind / Syskwahor,Enzyme X,2002-01,Netherlands,682,"['Travellers Of The Mind', 'Syskwahor']","['450', '232']","['1', '2']"
mbrainz_173,You See the Trouble With Me,Black Legend,2000-07-10,Germany,1218,"[""You See the Trouble With Me (We'll Be in Trouble radio edit)"", 'You See the Trouble With Me (Sharam Jey remix)', 'You See the Trouble With Me (original radio edit)', 'Across the Ocean (album version)']","['199', '387', '288', '344']","['1', '2', '3', '4']"
mbrainz_174,Beautiful Electronic Music,Benge,1996-02,United Kingdom,3375,"['One', 'Two', 'Three', 'Four', 'Five', 'Six', 'Seven', 'Eight']","['586', '358', '395', '341', '509', '357', '449', '380']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_175,Polyrhythmic Electronica,Benge,1996-08,United Kingdom,1606,['[untitled]'],"['263', '382', '286', '464', '211']","['1', '2', '3', '4', '5']"
mbrainz_176,Armed and Dangerous,"Richardson, Murray",2000-01-01,United Kingdom,1197,"['Armed', 'Dangerous']","['587', '610']","['1', '2']"
mbrainz_177,Every Day (album),Cyclop,1999-01-01,Belgium,1152,"['Every Day', 'Alturned']","['592', '560']","['1', '2']"
mbrainz_179,Song for Shelter / Ya Mama,Fatboy Slim,2001-01-01,United Kingdom,2020,"['Song for Shelter (Chemical Brothers mix)', 'Ya Mama', 'Song for Shelter (a cappella)', 'Song for Shelter (original mix)', 'Song for Shelter (20/20 Vision Rollinâ€™ mix)']","['420', '338', '235', '436', '591']","['1', '2', '3', '4', '5']"
mbrainz_180,Ya Mama / Song for Shelter,Fatboy Slim,2001-09-03,United Kingdom,1194,"['Song for Shelter (Chemical Brothers remix)', ""Song for Shelter (The 20:20 Vision Rollin' remix)"", 'Ya Mama (radio edit)']","['422', '578', '194']","['1', '2', '3']"
mbrainz_188,Le Surboomer,Grand Tourism (and others),2001-06,United States,3975,"['Jim Clark Theorem', ""Les courants d'air"", 'Snakeplayer', 'Bassmajazz', 'Hybrid Story', 'Variations Sur Emma Peel', 'Sweet Sitar Street', 'Act of Love', 'Le Surboomer', 'Romantic Hold Up', 'La Baie Du Fakir', 'Vega Music', 'La guitare enchantÃ©e']","['318', '299', '300', '233', '194', '238', '262', '246', '242', '261', '82', '982']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_192,Sweet Shelter EP,Beroshima,1999-01-01,Germany,1326,"['The Movemaker', 'Sweet Shelter', 'Watch the Moving Bodies', 'Stringmachine', 'Monday Loop', 'SO36 Loop', 'The Move']","['323', '396', '315', '135', '157']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_193,Echoes Beyond Tomorrow,Transparent Sound,2001-11-09,United Kingdom,0,"['Never Fall Again (original)', 'Never Fall Again (Scape One remix)', 'Never Fall Again (Subfunk remix)']",[],"['1', '2', '3']"
mbrainz_194,Jet / Shelter,"KÃ¶hncke, Justus",2001-12-11,Germany,1333,"['Jet', 'Shelter', 'Jet (M. Mayer mix)']","['494', '400', '439']","['1', '2', '3']"
mbrainz_195,Phat Lab. Nightmare,Wagon Christ,1994-07,United Kingdom,4769,"['Mahadelic', 'Glass World', 'Phat Lab. Nightmare', 'Aerhaart; From Within', 'Aerhaart; Ahead', 'Aerhaart; Barrier', 'Panorak', 'Dances With Francis']","['776', '768', '808', '362', '564', '456', '763', '272']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_196,Get Ready!,2 Unlimited,1992-04-25,Japan,3601,"['Get Ready for This', 'Twilight Zone (7â€³ vocal)', 'The Magic Friend', 'Contrast', 'Rougher Than the Average', 'Workaholic', 'Delight', 'Get Ready for This (Rio & Le Jean remix) (instrumental)', 'Twilight Zone (instrumental)', 'The Magic Friend (instrumental)', 'Rougher Than the Average (instrumental)', 'Workaholic (instrumental)', 'Delight (instrumental)', 'Desire', 'Eternally Yours']","['223', '250', '272', '222', '249', '252', '192', '251', '212', '248', '255', '224', '265', '263']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_199,Fuzzy Logic,Super Furry Animals,1996-10-08,United States,2488,"['God! Show Me Magic', 'Fuzzy Birds', 'Something 4 the Weekend', 'Frisbee', 'Hometown Unicorn', 'Gathering Moss', ""If You Don't Want Me to Destroy You"", 'Bad Behaviour', 'Mario Man', ""Hangin' with Howard Marks"", 'Long Gone', 'For Now and Ever']","['110', '147', '171', '141', '215', '202', '197', '266', '247', '260', '320', '212']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_201,In the Music,Deep Swing,2001-01-01,United States,1694,"['In the Music (original mix)', 'In the Music (a cappella)', 'In the Music (Sunswing mix)', 'In the Music (original Sax mix)']","['530', '197', '525', '442']","['1', '2', '3', '4']"
mbrainz_204,Portrait of a Dead Girl II: The Conclusion,I-F feat.,1997-01-01,Germany,1668,"['The Search', 'Torment', 'The Man With the Stick', 'Endtheme']","['511', '398', '444', '315']","['1', '2', '3', '4']"
mbrainz_206,There Are No Right Angles Found in Nature,Eighty Mile Beach (and others),1998-01-01,United States,0,"['There Are No Right Angles Found in Nature', 'There Are No Right Angles Found in Nature (Soulstice remix)', 'There Are No Right Angles Found in Nature (Thievery Corporation remix)', 'What We Did Last Summer']",[],"['1', '2', '3', '4']"
mbrainz_208,Electronic Dub,Electronic Dub,1994-01-01,United Kingdom,4111,"['Electronic Dub 1', 'Electronic Dub 2', 'Electronic Dub 3', 'Electronic Dub 4', 'Electronic Dub 5', 'Electronic Dub 6']","['682', '498', '448', '699', '1172', '612']","['1', '2', '3', '4', '5', '6']"
mbrainz_209,Get Into the Music,DJ's Rule,1996-01-01,United Kingdom,1989,"['Get Into the Music (Goodfellos radio edit)', 'Get Into the Music (Goodfellos remix)', 'Get Into the Music (Hybrid mix)', 'Get Into the Music (1990 Serious mix)', 'Get Into the Music (Cyber mix)']","['237', '560', '587', '328', '277']","['1', '2', '3', '4', '5']"
mbrainz_210,The Future Ain't The Same As It Used 2 b,Neon Phusion,1999-01-01,United Kingdom,3860,"['Intro', 'Destination', 'How Times Fly', 'Blue Terra', 'Hot Ice', 'Interlude', 'Space Jam', 'Electric Lady', 'Timecode', 'Kula Maku', ""The Future Ain't The Same As It Used 2 b"", ""Seji's Jam""]","['78', '262', '400', '244', '344', '70', '445', '241', '430', '444', '523', '379']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_211,Present Tense EP,"Zinc, DJ",2002-02-04,United Kingdom,"['0', '0']","['Casino Royale (remix)', 'Ska', 'Attitude Sickness', 'Invisible Ink']",[],"['1', '2']"
mbrainz_212,Tempesta II,Statik Sound System,1997-09,United States,3803,"['Free to Choose, Hard to Be', 'Living in Essential Times', 'Jack', 'Essential Times', 'Sonar', 'Amazed by You', 'Dr Wheeler', 'Valentine', 'Dreams of Mine', 'Hear My Plea', 'Seven Shades', '[untitled]']","['271', '330', '263', '378', '329', '340', '353', '352', '343', '283', '221']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_215,Learning to Be a Machine,"Mulero, Oscar",2002-01,Spain,0,"['Beyond Pit Lane', 'The Re-Fueler', 'Robert Pain']",[],"['1', '2', '3']"
mbrainz_219,Trouble Shooter,Bandulu,1996-01-01,United Kingdom,1159,"['Trouble Shooter', 'Trinity ""Version""', 'Jester']","['471', '427', '261']","['1', '2', '3']"
mbrainz_221,Bang Bang You're Mine,Bang the Party,1989-01-01,United Kingdom,1408,"[""Bang Bang You're Mine (Rock Me Gently) (original/radio)"", ""Bang Bang You're Mine (instrumental)"", ""Bang Bang You're Mine (Full vocal remix)"", ""Bang Bang You're Mine (Kid's Bumpin dub)""]","['369', '376', '371', '292']","['1', '2', '3', '4']"
mbrainz_222,Dangerous,Dub Taylor,2002-01-01,Germany,0,"['Dangerous', 'Traffic']",[],"['1', '2']"
mbrainz_227,Sounds Like Trouble EP,HÃ¶sh!,2001-01-01,France,1758,"['Sacred Souls', 'Miniatures', 'Foundations', 'Compelled']","['437', '394', '459', '468']","['1', '2', '3', '4']"
mbrainz_229,Hard Normal Daddy,Squarepusher,1997-04-28,United Kingdom,3747,"['Coopers World', 'Beep Street', 'Rustic Raver', 'Anirog D9', 'Chin Hippy', 'Papalon', 'E8 Boogie', 'Fat Controller', 'Vic Acid', 'Male Pill Part 13', 'Rat/Pâ€™s and Qâ€™s', 'Rebus']","['309', '397', '308', '71', '196', '490', '493', '338', '187', '518', '273', '167']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_231,Bricolage,"Tobin, Amon",1997-06,United Kingdom,"['2250', '2143']","['Easy Muffin', 'Yasawas', 'Dream Sequence', 'New York Editor', 'Defocus', 'The Nasty', 'Bitter & Twisted', 'Mission', 'Wires & Snakes', 'Creatures', 'Stoney Street', 'One Small Step', 'One Day in My Garden']","['301', '324', '439', '296', '310', '275', '305', '428', '327', '321', '353', '371', '343']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_233,The Music in My Mind,"Monolith, The",2002-02-11,United Kingdom,0,"['Carpenta', 'I-Yaz', 'Nextphaze', 'Nextphaze (Splinterfaction mix)']",[],"['1', '2', '3', '4']"
mbrainz_234,Spiritualized,Bravemusic,2002-01-01,United Kingdom,0,"['Spiritualized (vocal mix)', ""Spiritualized (Mark Wheawill's 'Eat Your Heart Out Baby dub')""]",[],"['1', '2']"
mbrainz_235,Sonix / Gemini,Aquasky,1999-01-01,United Kingdom,0,"['Sonix', 'Gemini']",[],"['1', '2']"
mbrainz_236,Pocket Monster Remixes,Multipara,2000-05,Germany,1787,"['Pocket Monster Buy!Buy!Buy (remix)', 'Deep Pocket, Cute Monster', 'Monster Out of the Pocket Amx', 'Pocket Monster', '4-Framecomicstripmix', 'Pocket Monster (Extra Life)', 'Pocket Monster 2000 (feat. Blaxista)', 'Tilt! Tilt! Tilt! M:X']","['183', '350', '240', '68', '106', '300', '302', '238']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_237,Happiness,Sound De-Zign,2001-01-01,Germany,1553,"['Happiness (original mix)', 'Happiness (Grant Nelson remix)', 'Happiness (Tall Paul remix)', 'Happiness (Coast to Coast remix)']","['358', '380', '365', '450']","['1', '2', '3', '4']"
mbrainz_239,Riot Frequencies,Somatic Responses,1995-01-01,Germany,2500,"['Synthaseizure', 'Structural Damage', 'Pain City', 'Alien Code 0010', 'Cyborg Sex', ""Fury's Theme"", ""Don't Fuck With an S.R."", 'Virtual Earth', 'Phlegaton C2', 'Flesheaters', 'Track 221294']","['228', '279', '236', '222', '191', '229', '142', '259', '197', '289']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_241,Electronic Noise EP,Relic,2001-01-01,Germany,0,['[untitled]'],[],"['1', '2', '3', '4']"
mbrainz_242,Placebo Effect,Luygi Van,2001-01-01,Sweden,0,"['Plaect', 'Luup', 'Effebo', 'Feclac']",[],"['1', '2', '3', '4', '5']"
mbrainz_243,Sweet Pink Lemonade,Khan,1994-01-01,Germany,0,"['Sweet Pink Lemonade, Part I', 'Sweet Pink Lemonade, Part II', '[untitled]']",[],"['1', '2', '3']"
mbrainz_244,The Ambush / Fearless Calypso,Twintone,2000-01-01,Germany,713,"['The Ambush', 'Fearless Calypso']","['371', '342']","['1', '2']"
mbrainz_246,Dangerous Liasons,"Richards, Nigel",1997-01-01,United States,0,"[""Why'd Ya Do It?"", 'The Missionary', 'Snakestyle']",[],"['1', '2', '3']"
mbrainz_247,Slave of the Empire EP,"Wishmaster, The",2001-01-01,Italy,0,"[""Now Please Don't Panic"", 'Slave of the Empire', 'Take a Little Time']",[],"['1', '2', '3']"
mbrainz_248,Inside the Outside,Trans-Dimensional Voice,2000-01-01,United States,3897,"['Temptation', 'Frustration', 'Restoration', 'Reincarnation, Part I', 'Reincarnation, Part II', 'Infinitely Frayed Boundary', 'Audible Vision']","['293', '266', '342', '557', '230', '420', '1789']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_249,In Deep Trouble / One Consciousness,"Energy, Kevin",2001-01-01,United Kingdom,0,"['In Deep Trouble (Trance mix)', 'One Consciousness (Slow mix)']",[],"['1', '2']"
mbrainz_250,Diamond Eyes,"Kaos, DJ",2000-01-01,United Kingdom,399,['Diamond Eyes'],['399'],['1']
mbrainz_251,Electronic World,"Stoll, Steve",1994-01-01,Germany,"['0', '0']","['Drive Over', 'Liquid', 'Electronic World', 'Transposer', 'Waveform']",[],"['1', '2', '3']"
mbrainz_252,From Beyond Infinity,Danny Breaks,2000-01-01,United Kingdom,"['0', '0']","['Invader, Part 1', 'Invader, Part 2', 'Devil Girl From Mars', 'Earthshaker', 'Milkshaker', 'Mars to Jupiter', 'Space Maidens', 'From Beyond Infinity']",[],"['1', '2', '3', '4', '5']"
mbrainz_253,Electronic Tax Return,Pimmon,2001-01-26,United States,2186,"['Yemdatem', 'Beach Party', 'Vovul Lj', 'Smiggins Whole / Loss', 'Ditoko', 'Slow Burn Friends / Dub Aquanauts', 'Arc of Crown and Feather', 'Pulsebuzzkid']","['205', '180', '198', '410', '208', '446', '239', '300']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_254,Oporto Deep Cuts,OLN,1995-01-01,United Kingdom,0,"['Reboot 144 (Acid Error mix)', 'Reboot 144 (original mix)', 'Places of Pleasure (Sound System)', 'Places of Pleasure (original mix)']",[],"['1', '2', '3', '4']"
mbrainz_255,Diversification EP,Mooz,2002-01-01,Switzerland,0,"['Pariah', 'Some of That', 'The Voice Inside', 'Relax']",[],"['1', '2', '3', '4']"
mbrainz_256,Spiritual Interface (orig.),Set Up System,1991-01-01,Belgium,1288,"['Spiritual Interface', 'Factory (Parallax mix)', 'Gyrate', 'Factory (Sublimation mix)']","['308', '330', '325']","['1', '2', '3', '4']"
mbrainz_260,The Elevator / Odyssey,"Sorcerer, The",1992-01-01,United Kingdom,585,"['The Elevator (Up & Down mix)', 'Odyssey']","['285', '300']","['1', '2']"
mbrainz_261,The Warning / The Final Frontier,Logic,1990-01-01,United States,1685,"['The Warning (Inner mix)', 'The Warning (2 Copy mix)', 'The Warning (a cappella)', 'The Final Frontier (acoustic mix)', 'The Final Frontier (The Groove)']","['488', '230', '53', '501', '413']","['1', '2', '3', '4', '5']"
mbrainz_262,Fu*k The Millennium EP,"Ganja Kru, The",1999-01-01,United Kingdom,3411,"['Move On', 'Science', 'Forbidden Fruit', 'Noise', 'Politrix', 'Species', 'Ghetto Brother', 'Pink Panther (Runaways remix)']","['543', '401', '436', '450', '373', '415', '455', '338']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_263,Bad Blood EP,Magas,2002-04-09,United States,952,"['Toys', 'Walkie Talkie', 'Lovecompressor', 'Feel the Face']","['238', '193', '281', '240']","['1', '2', '3', '4']"
mbrainz_264,Electronic Funk EP,Future Prophecies,2002-01-01,United Kingdom,"['904', '863']","['Electronic Funk', 'Trolls and Fairytales', 'Lubak', 'Purple Smoke']","['461', '443', '446', '417']","['1', '2']"
mbrainz_268,Primitive Arts (orig.),"Trent, Ron",1999-11-22,United Kingdom,3322,"['Love', 'Family', 'Sometimes I Feel Like', 'I Feel the Rhythm', 'Time', 'Woman', 'Morning Factory']","['591', '427', '395', '384', '454', '520', '551']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_275,I Am the Very Model of a Modern Mutant Replicant (orig.),James Din A4,2001-01-01,Germany,0,"['Biff', '21.12.2013', 'Ricky Kelly King', 'Knust', 'Falco', 'Surface Crackle', 'Modern Mutant Replicant', 'Flaming Creature']",[],"['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_278,Crisis,"Fairley, Jake",2002-05-06,Germany,4383,"['Exploder', 'Work', 'Ebos', 'Over the Edge', 'Street Duck', 'Dance Floor Suicide', 'Yugo', 'The Commuter', 'Mad Foxes', 'D-Days', 'Oshawa', 'In Stitches', 'Intersteer']","['350', '359', '358', '390', '243', '388', '330', '326', '343', '229', '463', '344', '260']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_279,Chrome,Etnica,2002-01-30,Japan,4196,"['Alpha-Beta', 'Solaris', '1056', 'Black Lava', 'Tracktor Activity', 'The Object (live mix)', 'Liquid Forms', 'Are We Safe?', 'Blasting!']","['422', '374', '459', '447', '481', '489', '517', '492', '515']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_280,Raver's Damnation,"Santana, Omar",1999-01-01,United States,0,"[""Raver's Damnation (Original)"", ""Raver's Damnation (Cirrus' Damn Remix)"", ""Raver's Damnation (Micro's Acid Flashback)"", ""Raver's Damnation (Deepsky Remix)""]",[],"['1', '2', '3', '4']"
mbrainz_283,Escape From Nowhere EP,"Lig, Fabrice",2001-01-01,United States,0,"['Escape From Nowhere', 'Miss-Tic', 'Square or Elypsia', 'Back to Dcb']",[],"['1', '2', '3', '4']"
mbrainz_284,Let the Music Play,Shannon,1989-01-01,Germany,909,"['Let the Music Play (1989 European remixed version)', 'Let the Music Play (remixed radio shot)', 'Let the Music Play (classic version)']","['440', '259', '210']","['1', '2', '3']"
