label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,yelp_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df3,0.7977945441799854,high,geo,5.5,1.0,0.0,kaggle380k-234877,yelp-63847,,,kaggle_380k,yelp,Ya Fei,Ya Fei,ya fei,ya fei,,,Park Manor Blvd,Park Manor Blvd,1980,1980,Pittsburgh,Pittsburgh,,PA,,15205,40.4542895,40.454298,-80.1691768,-80.169241,['nan'],['chinese' 'japanese'],,,,
,df1_vs_df3,0.4,high,phone,756751.3,1.0,0.0,kaggle380k-293853,yelp-12714,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,E 800 N,W Ray Rd,795,7050,Spanish Fork,Chandler,UT,AZ,84660,85226,40.1211266,33.3204,-111.6417498,-111.964134,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.47455677762764703,high,geo,35.8,0.2222222222222222,0.0,kaggle380k-193803,yelp-23513,,,kaggle_380k,yelp,Mushi Ni,Raging Burrito & Taco,mushi ni,raging burrito taco,,,Church St,Sycamore St,340,141,Decatur,Decatur,GA,GA,30030,30030,33.7742187,33.77442,-84.2951673,-84.29547,['Asian fusion restaurant' 'Tiki bar'],['nan'],,,,
,df1_vs_df3,0.7927838641406649,high,geo,18.0,1.0,0.0,kaggle380k-283321,yelp-39466,,,kaggle_380k,yelp,Thai Recipes Restaurant,Thai Recipes Restaurant,thai recipes restaurant,thai recipes restaurant,,,E Thompson Rd,E Thompson Rd,404,404,Indianapolis,Indianapolis,IN,IN,46227,46227,39.6935935,39.6935748211177,-86.1497808,-86.1499902446535,['Thai restaurant'],['thai'],,,,
,df1_vs_df3,0.7981534367571504,high,geo,4.6,1.0,0.0,kaggle380k-375438,yelp-94313,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,N Interstate 35,N Interstate 35,1437,1437,San Marcos,San Marcos,TX,TX,78666,78666,29.8920402,29.89207040498587,-97.9147567,-97.91472384673564,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],,,,
,df1_vs_df3,0.4,high,phone,525964.3,1.0,0.0,kaggle380k-226287,yelp-59561,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Imperial Hwy.,E Capitol Expy,18181,2950,Yorba Linda,San Jose,CA,CA,92886,95148,33.8908656,37.330086,-117.815152,-121.811328,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.7917741384645498,high,geo,20.6,1.0,0.0,kaggle380k-057329,yelp-46886,,,kaggle_380k,yelp,Lazia,Lazia,lazia,lazia,,,Central St,Central St,2101,2101,Kansas City,Kansas City,MO,MO,64108,64108,39.0881841,39.08814,-94.5874214,-94.58719,['Italian restaurant'],['italian'],,,,
,df1_vs_df3,0.4,high,phone,874982.4,1.0,0.0,kaggle380k-366313,yelp-53020,,,kaggle_380k,yelp,MrBeast Burger,MrBeast Burger,mrbeast burger,mrbeast burger,,,New Hwy 68,,259,,Sweetwater,Brandon,TN,FL,37874,33510,35.5986482,27.95592125410885,-84.5070002,-82.30013925538954,['Restaurant'],['burgers'],+18772327898,+18772327898,,
,df1_vs_df3,0.7711107908097117,high,geo,32.2,0.96,0.0,kaggle380k-054762,yelp-33289,,,kaggle_380k,yelp,Christopher's,Christophers,christopher s,christophers,,,Beaver Ave,Beaver Ave,2816,2816,Des Moines,Des Moines,IA,IA,50310,50310,41.6208503,41.6209984,-93.673678,-93.6740112,['Italian restaurant' 'American restaurant' 'Restaurant'],['italian'],,,,
,df1_vs_df3,0.4923117532270466,high,geo,41.9,0.2727272727272727,0.0,kaggle380k-146956,yelp-71128,,,kaggle_380k,yelp,Panda Express,Taco Bell,panda express,taco bell,,,W Adams Ave,W. Adams Avenue,6840,6820,Temple,Temple,TX,TX,76502,76502,31.117711,31.11761071601569,-97.4152252,-97.41480040259589,"['Chinese restaurant' 'Asian restaurant' 'Fast food restaurant'
 'Restaurant']",['mexican'],,,,
,df1_vs_df3,0.4,high,phone,507820.9,1.0,0.0,kaggle380k-274775,yelp-08184,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Indian Hill Blvd,W Camelback Rd,1851,9585,Pomona,Phoenix,CA,AZ,91767,85037,34.0778678,33.5080653,-117.7195831,-112.2664706,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.4,high,name_zip,4675.5,1.0,0.0,kaggle380k-130374,yelp-85250,,,kaggle_380k,yelp,Domino's Pizza,Domino's Pizza,domino s pizza,domino s pizza,,,W Main St,Hwy 120,228,3411,Denison,Denison,TX,TX,75020,75020,33.7551505,33.761879,-96.5381997,-96.5881236,"['Pizza delivery' 'Chicken wings restaurant' 'Pizza restaurant'
 'Pizza takeaway']",['pizza' 'sandwiches'],,,,
,df1_vs_df3,0.4,high,city_name,5645.6,1.0,0.0,kaggle380k-149829,yelp-92942,,,kaggle_380k,yelp,Los Mariachis,Los Mariachis,los mariachis,los mariachis,,,Van Voorhis Rd,Venture Dr,1137,408,Morgantown,Morgantown,WV,WV,26505,26508,39.6566583,39.64856,-79.9638201,-79.89872,['Mexican restaurant'],['mexican'],,,,
,df1_vs_df3,0.48972515783043613,high,geo,25.7,0.25,0.0,kaggle380k-369647,yelp-96424,,,kaggle_380k,yelp,Kawasaki Japanese Restaurant,Captain Frank Seafood Boiler,kawasaki japanese restaurant,captain frank seafood boiler,,,Zeier Rd,Zeier Rd,2161,2161,Madison,Madison,WI,WI,53704,53704,43.1278046,43.127944,-89.3008594,-89.300607,['Ramen restaurant'],['seafood'],,,,
,df1_vs_df3,0.5487632396896649,high,geo,3.1,0.375,0.0,kaggle380k-134351,yelp-85877,,,kaggle_380k,yelp,Honest Restaurant Mckinney,Honest,honest restaurant mckinney,honest,,,State Hwy 121,Sh 121,8910,8910,McKinney,McKinney,TX,TX,75070,75070,33.1271881,33.127209,-96.7311821,-96.731204,"['Indian restaurant' 'Fast food restaurant' 'Modern Indian restaurant'
 'Restaurant' 'Vegetarian restaurant']",['vegetarian'],,,,
,df1_vs_df3,0.7964188805450578,high,geo,9.0,1.0,0.0,kaggle380k-044251,yelp-43622,,,kaggle_380k,yelp,Sherry J's Homestyle Cooking,Sherry J's Homestyle Cooking,sherry j s homestyle cooking,sherry j s homestyle cooking,,,Bunkum Rd,Bunkum Rd,4815,4815,Washington Park,East Saint Louis,IL,IL,62204,62204,38.6233912,38.62345,-90.0986104,-90.09854,['Soul food restaurant' 'Breakfast restaurant'],['breakfast' 'sandwiches'],,,,
,df1_vs_df3,0.790190008934597,high,name_zip,24.5,1.0,0.0,kaggle380k-196889,yelp-44559,,,kaggle_380k,yelp,Small Batch - Local Kitchen,Small Batch Local Kitchen,small batch local kitchen,small batch local kitchen,,,W Broad St,W Broad St,6631,6631,Richmond,Richmond,VA,VA,23230,23230,37.6045285,37.604328,-77.51749,-77.517606,['Fine dining restaurant' 'Bar' 'Lounge' 'Restaurant'],['nan'],,,,
,df1_vs_df3,0.4,high,phone,163367.2,1.0,0.0,kaggle380k-098947,yelp-80253,,,kaggle_380k,yelp,TenderFix by Noah Schnapp,TenderFix by Noah Schnapp,tenderfix by noah schnapp,tenderfix by noah schnapp,,,Freeway Dr,,2001,,Mount Vernon,Olympia,WA,WA,98273,98501,48.4386631,47.01332092,-122.3436201,-122.87332153,['Chicken restaurant' 'Fast food restaurant' 'Vegetarian restaurant'],['sandwiches'],+18884135074,+18884135074,,
,df1_vs_df3,0.4543635555374811,high,geo,30.8,0.16666666666666666,0.0,kaggle380k-093393,yelp-20108,,,kaggle_380k,yelp,Nonnoâ€™s,Ruffled Feathers,nonnoâ s,ruffled feathers,,,Garth Rd,Garth Rd,62,75,Scarsdale,Scarsdale,NY,NY,10583,10583,40.98724,40.9871395,-73.8099096,-73.810251,['Argentinian restaurant' 'Takeout restaurant'],['nan'],,,,
,df1_vs_df3,0.6610599101793789,high,geo,14.0,0.6666666666666666,0.0,kaggle380k-379193,yelp-74298,,,kaggle_380k,yelp,The Pink Grouse Restaurant,The Pink Grouse - Charlottesville,the pink grouse restaurant,the pink grouse charlottesville,,,W Main St,W Main St,499,499,Charlottesville,Charlottesville,VA,VA,22903,22903,38.0312281,38.03114732738781,-78.4876626,-78.48778546603513,['American restaurant'],['breakfast'],,,,
,df1_vs_df3,0.794428050238843,high,geo,13.9,1.0,0.0,kaggle380k-246384,yelp-31080,,,kaggle_380k,yelp,Temazcal Burlington,Temazcal - Burlington,temazcal burlington,temazcal burlington,,,Wall St,Wall St,2,2,Burlington,Burlington,MA,MA,01803,01803,42.4849856,42.4849697,-71.1892302,-71.1890617,['Restaurant' 'Mexican restaurant'],['mexican'],,,,
,df1_vs_df3,0.4,high,phone,974829.9,1.0,0.0,kaggle380k-011368,yelp-74586,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Washington St,E University Pkwy,260,350,Daly City,Orem,CA,UT,94015,84058,37.6882276,40.27315466176699,-122.4720041,-111.6866102,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.5191061710043066,high,geo,7.8,0.3055555555555556,0.0,kaggle380k-187304,yelp-16592,,,kaggle_380k,yelp,The Original Hoy-Ka Thai Noodle,The Sisters Cafe Vietnamese Asian Fusions,the original hoy ka thai noodle,the sisters cafe vietnamese asian fusions,,,Sunset Blvd,W Sunset Blvd,5908,5910A,Los Angeles,Los Angeles,CA,CA,90028,90028,34.0978315,34.097813,-118.3183674,-118.318449,['Thai restaurant'],['nan'],,,,
,df1_vs_df3,0.5280842536803194,high,geo,39.8,0.36,0.0,kaggle380k-309537,yelp-24312,,,kaggle_380k,yelp,The COOP Restaurant & Bar,Ji Bei Chuan Noodles - Queens,the coop restaurant bar,ji bei chuan noodles queens,,,39th Ave,Prince St,133-42,38-10,Queens,Queens,NY,NY,11354,11354,40.7595378,40.75989,-73.8325765,-73.83266,"['Korean restaurant' 'Bar' 'Chicken restaurant' 'Chicken wings restaurant'
 'Meal delivery' 'Pub' 'Restaurant']",['chinese'],,,,
,df1_vs_df3,0.4,high,phone,1246271.5,1.0,0.0,kaggle380k-123813,yelp-56868,,,kaggle_380k,yelp,Pardon My Cheesesteak,Pardon My Cheesesteak,pardon my cheesesteak,pardon my cheesesteak,,,E Dixon Blvd,NW 87th St,2003,7301,Shelby,Kansas City,NC,MO,28152,64153,35.2679696,39.250961,-81.4841494,-94.665007,['Cheesesteak restaurant' 'Delivery service'],['nan'],+18884440934,+18884440934,,
,df1_vs_df3,0.5026954718651953,high,geo,37.4,0.29411764705882354,0.0,kaggle380k-067223,yelp-03712,,,kaggle_380k,yelp,Westy's Cafe,Woody's Wings N Things,westy s cafe,woody s wings n things,,,Lowell Blvd,Lowell Blvd,6871,6817,Westminster,Westminster,CO,CO,80030,80221,39.8208889,39.820553,-105.0350689,-105.035086,['Diner' 'Breakfast restaurant' 'Cafe' 'Restaurant'],['nan'],,,,
,df1_vs_df3,0.4,high,phone,553373.2,1.0,0.0,kaggle380k-089200,yelp-83153,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,E Craig Rd,S State St,2765,12191,North Las Vegas,Draper,NV,UT,89030,84020,36.2397356,40.5288417,-115.1114346,-111.889275,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.5190427446174264,high,geo,45.3,0.34285714285714286,0.0,kaggle380k-244026,yelp-33538,,,kaggle_380k,yelp,Armando's - Winter Park,Pepe's Cantina,armando s winter park,pepe s cantina,,,W New England Ave,W New England Ave,463,433,Winter Park,Winter Park,FL,FL,32789,32789,28.5960516,28.59613,-81.3560948,-81.35564,['Italian restaurant' 'Bar' 'Pizza restaurant' 'Restaurant'],['mexican'],,,,
,df1_vs_df3,0.44488916993509153,high,geo,9.0,0.12121212121212122,0.0,kaggle380k-145462,yelp-80984,,,kaggle_380k,yelp,Benny Marconi's,Wok n Roll Kitchen,benny marconi s,wok n roll kitchen,,,Campbell Ave SE,Campbell Ave SE,120,120,Roanoke,Roanoke,VA,VA,24011,24011,37.271869,37.2719484,-79.938133,-79.9381139,['Pizza restaurant' 'Bar' 'Pizza delivery' 'Restaurant'],['nan'],,,,
,df1_vs_df3,0.5342020113303284,high,geo,28.1,0.36363636363636365,0.0,kaggle380k-192807,yelp-57136,,,kaggle_380k,yelp,The String Bean,Stone Fired Social,the string bean,stone fired social,,,N Main St,N Main St,106,106,Belmont,Belmont,NC,NC,28012,28012,35.2442607,35.2443654,-81.0379012,-81.0376192,['Restaurant' 'Beer store' 'Butcher shop' 'Wine store'],['pizza'],,,,
,df1_vs_df3,0.7022216971141542,high,geo,6.4,0.7619047619047619,0.0,kaggle380k-358206,yelp-22293,,,kaggle_380k,yelp,Mako Sushi,Akami Sushi,mako sushi,akami sushi,,,Live Oak Ave,Live Oak Ave,506,506,Arcadia,Arcadia,CA,CA,91006,91006,34.1088648,34.108915735182926,-118.0187543,-118.0187231,['Japanese restaurant' 'Asian restaurant' 'Sushi restaurant'],['japanese' 'seafood'],,,,
,df1_vs_df3,0.6042341876985655,high,addr_zip_or_citystate,22.7,0.5333333333333333,0.0,kaggle380k-032072,yelp-36830,,,kaggle_380k,yelp,Yosi Kosher Catering / Yosi Kitchen,Yosi Kitchen,yosi kosher catering yosi kitchen,yosi kitchen,,,,,,,Windsor,Windsor,CT,CT,06095,06095,41.9014295,41.901634,-72.6511545,-72.651147,['Takeout restaurant' 'Caterer' 'Kosher grocery store'],['nan'],,,,
,df1_vs_df3,0.4,high,phone,161128.3,1.0,0.0,kaggle380k-148295,yelp-85241,,,kaggle_380k,yelp,TenderFix by Noah Schnapp,TenderFix by Noah Schnapp,tenderfix by noah schnapp,tenderfix by noah schnapp,,,S Main St,,2005,,Weatherford,Denison,TX,TX,76086,75020,32.731717,33.75701559215409,-97.7904484,-96.56604432811304,['Chicken restaurant' 'Fast food restaurant' 'Vegetarian restaurant'],['sandwiches'],+18884135074,+18884135074,,
,df1_vs_df3,0.7993403160387007,high,geo,1.6,1.0,0.0,kaggle380k-185489,yelp-17028,,,kaggle_380k,yelp,Izakaya Ichie,Izakaya Ichie,izakaya ichie,izakaya ichie,,,Beach Blvd,Beach Blvd,6920,6920,Buena Park,Buena Park,CA,CA,90621,90621,33.860189,33.86020381715322,-117.9977403,-117.9977410903305,['Sushi restaurant'],['japanese'],,,,
,df1_vs_df3,0.4455719490741649,high,geo,39.9,0.15384615384615385,0.0,kaggle380k-040158,yelp-69163,,,kaggle_380k,yelp,Olive Garden Italian Restaurant,Fujiyama,olive garden italian restaurant,fujiyama,,,N Milwaukee St,N Milwaukee St,320,283,Boise,Boise,ID,ID,83704,83704,43.607988,43.6077705770731,-116.282805,-116.283199489117,"['Italian restaurant' 'Caterer' 'Family restaurant'
 'Gluten-free restaurant' 'Takeout restaurant' 'Mediterranean restaurant'
 'Seafood restaurant' 'Soup restaurant' 'Wine bar']",['japanese'],,,,
,df1_vs_df3,0.4831968209307119,high,geo,42.0,0.25,0.0,kaggle380k-065294,yelp-74683,,,kaggle_380k,yelp,&pizza - College Park,Northwest Chinese Food,pizza college park,northwest chinese food,,,Baltimore Ave,E Baltimore Ave,7236,7313,College Park,College Park,MD,MD,20740,20740,38.9799687,38.9798914,-76.9381074,-76.9376317,['Pizza restaurant' 'Vegan restaurant' 'Vegetarian restaurant'],['chinese'],,,,
,df1_vs_df3,0.4,high,phone,692625.7,1.0,0.0,kaggle380k-146655,yelp-44312,,,kaggle_380k,yelp,MrBeast Burger,MrBeast Burger,mrbeast burger,mrbeast burger,,,New Hwy 68,Brecksville Road,259,5619,Sweetwater,Independence,TN,OH,37874,44131,35.5986482,41.410508,-84.5070002,-81.639719,['Restaurant'],['burgers'],+18772327898,+18772327898,,
,df1_vs_df3,0.5827343932084327,high,geo,11.2,0.46808510638297873,0.0,kaggle380k-316462,yelp-04755,,,kaggle_380k,yelp,San Gennaro,San Gennaro Trattoria Restaurant Bar,san gennaro,san gennaro trattoria restaurant bar,,,Arthur Ave,Arthur Ave,2329,2329,Bronx,West Bronx,NY,NY,10458,10458,40.854115,40.8540465225016,-73.8890469,-73.8889484480023,['Italian restaurant' 'Restaurant'],['italian' 'mediterranean'],,,,
,df1_vs_df3,0.4,high,phone,924521.8,1.0,0.0,kaggle380k-298354,yelp-87942,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,N Promenade Pkwy,Riverdale Rd,873,4030,Casa Grande,Riverdale,AZ,UT,85194,84405,32.880148,41.191179,-111.6822293,-111.979967,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.4,high,phone,3347330.7,1.0,0.0,kaggle380k-115368,yelp-93758,,,kaggle_380k,yelp,Pardon My Cheesesteak,Pardon My Cheesesteak,pardon my cheesesteak,pardon my cheesesteak,,,E Calder Way,Rd 68,218,5015,State College,Pasco,PA,WA,16801,99301,40.7952943,46.2727033076006,-77.8593239,-119.18406263055566,['Cheesesteak restaurant' 'Delivery service'],['nan'],+18884440934,+18884440934,,
,df1_vs_df3,0.4735170451019323,high,geo,16.2,0.2,0.0,kaggle380k-161938,yelp-51328,,,kaggle_380k,yelp,Little Saigon,Unigirl,little saigon,unigirl,,,E Colonial Dr,E Colonial Dr,1106,1110,Orlando,Orlando,FL,FL,32803,32803,28.5528081,28.552897861599604,-81.3652926,-81.36516186109667,['Vietnamese restaurant' 'Pho restaurant'],['japanese'],,,,
,df1_vs_df3,0.7989293180420377,high,geo,2.7,1.0,0.0,kaggle380k-317673,yelp-77941,,,kaggle_380k,yelp,Bangkok Thai Cuisine,Bangkok Thai Cuisine,bangkok thai cuisine,bangkok thai cuisine,,,Tidewater Dr,Tidewater Dr,7479,7479,Norfolk,Norfolk,VA,VA,23505,23505,36.911741,36.91176449338565,-76.2557999,-76.2557933378515,['Thai restaurant'],['thai'],,,,
,df1_vs_df3,0.4,high,phone,929867.8,1.0,0.0,kaggle380k-018338,yelp-94983,,,kaggle_380k,yelp,In-N-Out Burger,In-N-Out Burger,in n out burger,in n out burger,,,Hesperian Blvd,S Crossing Dr,15575,12569,San Leandro,Riverton,CA,UT,94579,84096,37.6869431,40.5225612,-122.1311807,-111.9847744,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['burgers'],+18007861000,+18007861000,,
,df1_vs_df3,0.7197795903620268,high,geo,0.6,0.8,0.0,kaggle380k-035922,yelp-72329,,,kaggle_380k,yelp,Contos Pizza & Pasta,Contos Pizza,contos pizza pasta,contos pizza,,,WA-9,WA-9,521,521,Lake Stevens,Lake Stevens,WA,WA,98258,98258,48.00456,48.0045649351208,-122.105056,-122.10505667055224,['Italian restaurant' 'Pizza restaurant'],['italian' 'pizza' 'sandwiches'],,,,
,df1_vs_df3,0.6273973424348553,high,geo,12.2,0.5806451612903226,0.0,kaggle380k-044271,yelp-40230,,,kaggle_380k,yelp,Al's Restaurant,Al's Steak House,al s restaurant,al s steak house,,,N 1st St,N 1st St,1200,1200,St. Louis,Saint Louis,MO,MO,63102,63102,38.6354103,38.63532,-90.1825112,-90.18259,['Steak house'],['seafood'],,,,
,df1_vs_df3,0.47491557865761674,high,geo,19.6,0.20689655172413793,0.0,kaggle380k-185640,yelp-14355,,,kaggle_380k,yelp,California Sushi,Rise and Dine,california sushi,rise and dine,,,3rd Ave,3rd Ave,337,333,Chula Vista,Chula Vista,CA,CA,91910,91910,32.6400065,32.64018,-117.0790826,-117.07912,['Japanese restaurant' 'Sushi restaurant'],['breakfast'],,,,
,df1_vs_df3,0.6276220510202448,high,geo,14.3,0.5833333333333334,0.0,kaggle380k-121666,yelp-07543,,,kaggle_380k,yelp,Yummy Oriental,Yummy Gyro,yummy oriental,yummy gyro,,,Main St,Main St,86,82,Port Washington,Port Washington,NY,NY,11050,11050,40.830412,40.83036029906267,-73.688811,-73.6886556588962,['Chinese restaurant' 'Meal delivery'],['greek' 'mediterranean'],,,,
,df1_vs_df3,0.7931045601382561,high,name_zip,17.2,1.0,0.0,kaggle380k-118535,yelp-04010,,,kaggle_380k,yelp,Ristorante Fratelli Milano,Ristorante Fratelli Milano,ristorante fratelli milano,ristorante fratelli milano,,,SE 1st St,SE 1st St,213,213,Miami,Miami,FL,FL,33131,33131,25.7735983,25.7734433,-80.1898829,-80.1898863,['Italian restaurant' 'Restaurant'],['italian'],,,,
,df1_vs_df3,0.7985154867802864,high,geo,3.7,1.0,0.0,kaggle380k-195294,yelp-66911,,,kaggle_380k,yelp,Fiona's Family Restaurant,Fiona's Family Restaurant,fiona s family restaurant,fiona s family restaurant,,,E Edwardsville Rd,E Edwardsville Rd,595,595,Wood River,Wood River,IL,IL,62095,62095,38.868235,38.868258910318,-90.087299,-90.087269091084,['Family restaurant' 'American restaurant' 'Breakfast restaurant'],['nan'],,,,
,df1_vs_df3,0.7990517514128976,high,geo,2.4,1.0,0.0,kaggle380k-110222,yelp-01897,,,kaggle_380k,yelp,Musashiya Ramen,Musashiya Ramen,musashiya ramen,musashiya ramen,,,N Broadway,N Broadway St,2938,2938,Chicago,Chicago,IL,IL,60657,60657,41.9360619,41.93608280000001,-87.6444099,-87.64440424277268,['Ramen restaurant' 'Japanese curry restaurant' 'Japanese restaurant'],['nan'],,,,
,df1_vs_df3,0.46562388095296947,high,geo,46.5,0.21052631578947367,0.0,kaggle380k-092478,yelp-09785,,,kaggle_380k,yelp,Sausage Heros Hot Pizza,Nathan's Famous,sausage heros hot pizza,nathan s famous,,,,Surf Ave,,1310,Brooklyn,Brooklyn,NY,NY,11224,11224,40.5753418,40.57539,-73.9820565,-73.98151,['Pizza restaurant'],['burgers' 'seafood'],,,,
,df1_vs_df3,0.7924227027012039,high,geo,18.9,1.0,0.0,kaggle380k-322890,yelp-13634,,,kaggle_380k,yelp,Perch,Perch,perch,perch,,,S Hill St,S Hill St,448,448,Los Angeles,Los Angeles,CA,CA,90013,90013,34.0489961,34.048831,-118.2514107,-118.25136,['French restaurant' 'Event venue'],['breakfast' 'french'],,,,
,df1_vs_df3,0.4741992204171593,high,geo,19.6,0.20512820512820512,0.0,kaggle380k-136506,yelp-84776,,,kaggle_380k,yelp,Junction Cafe,El Mana Cuisine Restaurant,junction cafe,el mana cuisine restaurant,,,S Cage Blvd,E Newcombe Ave,11,119,Pharr,Pharr,TX,TX,78577,78577,26.1944137,26.1942444107838,-98.1837626,-98.1837068014814,['Mexican restaurant' 'Breakfast restaurant'],['mexican'],,,,
,df1_vs_df3,0.4751199516351775,high,geo,38.6,0.22641509433962265,0.0,kaggle380k-005423,yelp-12065,,,kaggle_380k,yelp,Pita Jungle - Tempe,Neighborhood Services Bar + Restaurant,pita jungle tempe,neighborhood services bar restaurant,,,E University Dr,E University Dr,4,7,Tempe,Tempe,AZ,AZ,85281,85281,33.4221382,33.42179098171554,-111.9397016,-111.9397090858715,"['Mediterranean restaurant' 'Bar' 'Caterer' 'Family restaurant'
 'Gluten-free restaurant' 'Greek restaurant' 'Health food restaurant'
 'Tapas restaurant' 'Vegan restaurant' 'Vegetarian restaurant']",['breakfast'],,,,
,df1_vs_df3,0.4126720610606242,high,geo,39.7,0.07142857142857142,0.0,kaggle380k-073181,yelp-25631,,,kaggle_380k,yelp,Fuji,Winsor Dim Sum House & Bar,fuji,winsor dim sum house bar,,,Hancock St,Hancock St,698,706,Quincy,Quincy,MA,MA,02170,02170,42.267344,42.2670276671335,-71.015223,-71.0149980336428,['Japanese restaurant' 'Restaurant' 'Sushi restaurant'],['seafood'],,,,
