id,source,name,name_norm,address_line1,address_line2,street,house_number,city,state,postal_code,country,latitude,longitude,categories,rating,rating_count
uber_eats-00117,uber_eats,Wingout Express (1806 AVENUE V),wingout express 1806 avenue v,"1806 AVENUE V, BIRMINGHAM AL",,"AVENUE V, BIRMINGHAM AL",1806,,,35218,US,33.51088,-86.87965,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-00118,uber_eats,Wings Around The Clock,wings around the clock,801 20th St S,,20th St S,801,Birmingham,AL,35205,US,33.5047,-86.79865,"['Comfort Food', 'American', 'Wings']",,
uber_eats-00119,uber_eats,Taqueria Los Primos,taqueria los primos,3133 Lorna Rd,,Lorna Rd,3133,Hoover,AL,35216,US,33.3996699,-86.8026855,"['Mexican', 'Latin American', 'New Mexican']",4.2,18.0
uber_eats-00120,uber_eats,WingOut Express (14 Green Springs Highway),wingout express 14 green springs highway,14 Green Springs Highway,,Green Springs Highway,14,Birmingham,AL,35209,US,33.47428,-86.82649,"['Comfort Food', 'American', 'Wings']",,
uber_eats-00121,uber_eats,KJs wings and BBQ,kjs wings and bbq,1159 Bankhead Highway West,,Bankhead Highway West,1159,Birmingham,AL,35204,US,33.532145,-86.855994,"['Wings', 'American', 'Fast Food']",4.3,23.0
uber_eats-00122,uber_eats,Top That Grille II,top that grille ii,1371 Bessemer Rd,,Bessemer Rd,1371,Birmingham,AL,35208,US,33.48164,-86.89332,"['American', 'Wings', 'Burgers']",4.4,18.0
uber_eats-00123,uber_eats,Eugene's Hot Chicken,eugene s hot chicken,2268 9th Ave N,,9th Ave N,2268,Birmingham,AL,35203,US,33.5249552,-86.8075938,"['American', 'Sandwich', 'Chicken']",4.2,78.0
uber_eats-00124,uber_eats,Big Bad Breakfast (1926 29th Ave S),big bad breakfast 1926 29th ave s,1926 29th Avenue South,,29th Avenue South,1926,Homewood,AL,35209,US,33.4797074,-86.7882391,"['Breakfast and Brunch', 'American', 'Sandwiches']",4.6,100.0
uber_eats-00125,uber_eats,Urban Smoke Bar and Grill,urban smoke bar and grill,7100 Aaron Aronov Dr.,,Aaron Aronov Dr.,7100,Fairfield,AL,35064,US,33.4693061576968,-86.91808576303666,"['American', 'Sandwiches', 'Burgers']",4.7,12.0
uber_eats-00126,uber_eats,Chick-fil-A (385 Fieldstown Rd),chick fil a 385 fieldstown rd,385 Fieldstown Rd,,Fieldstown Rd,385,Gardendale,AL,35071,US,33.65146,-86.81553,"['American', 'Fried Chicken', 'Southern', 'Sandwich', 'Fast Food']",4.7,68.0
uber_eats-00127,uber_eats,Michael's Steaks &amp; Seafood,michael s steaks amp seafood,1525 1st Avenue South,,1st Avenue South,1525,Birmingham,AL,35233,US,33.508594,-86.810383,"['American', 'Steak', 'Seafood']",,
uber_eats-00128,uber_eats,Najis Pita Gourmet Restaurant,najis pita gourmet restaurant,166 W Valley Ave,,W Valley Ave,166,Birmingham,AL,35209,US,33.4638336,-86.8397305,"['Mediterranean', 'Greek', 'Vegetarian', 'Healthy']",,
uber_eats-00129,uber_eats,Urban Cookhouse (Birmingham),urban cookhouse birmingham,,,,,,,,US,33.51668,-86.81039,"['American', 'Sandwich', 'Salads']",4.8,19.0
uber_eats-00130,uber_eats,Ruth's Chris Steak House Brimingham (2300 Woodcrest Pl),ruth s chris steak house brimingham 2300 woodcrest pl,2300 Woodcrest Pl,,Woodcrest Pl,2300,Birmingham,AL,35209,US,33.4886762,-86.7884353,"['Steak', 'American']",4.3,18.0
uber_eats-00131,uber_eats,Ruby Sunshine (Homewood),ruby sunshine homewood,1017 OXMOOR ROAD,,OXMOOR ROAD,1017,Birmingham,AL,35209,US,33.4735999,-86.80775,"['Breakfast and Brunch', 'American', 'Sandwiches', 'Family Meals']",4.3,47.0
uber_eats-00132,uber_eats,First Watch (Vestavia),first watch vestavia,700 Montgomery Hwy,,Montgomery Hwy,700,Birmingham,AL,35216,US,33.4463237,-86.791898,"['American', 'Breakfast and Brunch', 'Juice and Smoothies', 'Healthy', 'Family Meals']",4.8,49.0
uber_eats-00133,uber_eats,Champs Sandwich Shop,champs sandwich shop,216 19th Street North,,19th Street North,216,Bessemer,AL,35020,US,33.40217,-86.95335,"['Sandwiches', 'American', 'Burgers']",,
uber_eats-00134,uber_eats,Smoothie King (420 Greensprings Hwy),smoothie king 420 greensprings hwy,420 Greensprings Hwy,,Greensprings Hwy,420,Homewood,AL,35209,US,33.46431,-86.82115,"['American', 'Healthy', 'Juice and Smoothies']",,
uber_eats-00135,uber_eats,Roly Poly (Homewood),roly poly homewood,2910 18th Street South,,18th Street South,2910,Homewood,AL,35209,US,33.47817,-86.79194,"['Sandwiches', 'American', 'Healthy']",4.9,47.0
uber_eats-00136,uber_eats,Post Office Pies Mountain Brook,post office pies mountain brook,270 Rele St,,Rele St,270,Mountain Brook,AL,35223,US,33.48637,-86.77374,"['Pizza', 'Italian', 'Pasta']",4.6,54.0
uber_eats-00137,uber_eats,Ebenezer Mexican Restaurant,ebenezer mexican restaurant,10 14th Street,,14th Street,10,Bessemer,AL,35020,US,33.39516,-86.95482,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-00138,uber_eats,Dunkin (300 Commons Dr),dunkin 300 commons dr,300 Commons Dr,,Commons Dr,300,Birmingham,AL,35209,US,33.44203,-86.83068,"['Breakfast &amp', 'Brunch', 'Donuts']",4.7,18.0
uber_eats-00139,uber_eats,Good Health To Be Hail Cafe and Juice Bar,good health to be hail cafe and juice bar,1920 8th Ave N,,8th Ave N,1920,Bessemer,AL,35020,US,33.40697,-86.95921,"['Vegan', 'Wings', 'Fast Food', 'Desserts', 'Breakfast and Brunch']",,
uber_eats-00140,uber_eats,Pizza Passion,pizza passion,6805 1st Avenue North,,1st Avenue North,6805,Birmingham,AL,35206,US,33.55169,-86.73818,"['Pizza', 'American', 'Italian']",4.3,15.0
uber_eats-00141,uber_eats,The Purple Onion (Montclair),the purple onion montclair,1545 Montclair Road,,Montclair Road,1545,Birmingham,AL,35210,US,33.52385,-86.72464,"['Mediterranean', 'Greek', 'Comfort Food']",4.6,37.0
uber_eats-00142,uber_eats,Wings R King (2802 Lakeshore),wings r king 2802 lakeshore,2802 Lakeshore Parkway,,Lakeshore Parkway,2802,Birmingham,AL,35211,US,33.42455,-86.88753,"['Wings', 'American', 'Fast Food']",4.1,51.0
uber_eats-00143,uber_eats,Godfather's Pizza (231 State Farm Pkwy),godfather s pizza 231 state farm pkwy,,,,,,,,US,33.44629,-86.82708,"['Pizza', 'American', 'Italian']",4.9,16.0
uber_eats-00144,uber_eats,Bell Peppers,bell peppers,144 River Square Plaza,,River Square Plaza,144,Hueytown,AL,35023,US,33.45259,-86.98445,"['American', 'Sandwiches', 'Pizza']",,
uber_eats-00145,uber_eats,La Paz (Euclid Ave),la paz euclid ave,99 Euclid Ave,,Euclid Ave,99,Birmingham,AL,35213,US,33.5032,-86.75708,"['Mexican', 'Latin American', 'New Mexican']",4.7,100.0
uber_eats-00146,uber_eats,Taqueria Juarez,taqueria juarez,1630 Montgomery Highway,,Montgomery Highway,1630,Hoover,AL,35226,US,33.39676078021904,-86.80678149203169,"['Mexican', 'Tacos', 'Latin American']",4.9,62.0
uber_eats-00147,uber_eats,Olipita Mediterranean and American Grill,olipita mediterranean and american grill,837 Park Rd,,Park Rd,837,Pleasant Grove,AL,35127,US,33.4912458,-86.977125,"['Mediterranean', 'American', 'Chicken']",4.9,16.0
uber_eats-00148,uber_eats,Little Italy's Pizza and Pints,little italy s pizza and pints,1924 11th Ave S,,11th Ave S,1924,Birmingham,AL,35205,US,33.5005407,-86.7968779,"['Pizza', 'American', 'Italian']",4.4,100.0
uber_eats-00149,uber_eats,Nothing But Noodles (Mountain Brook),nothing but noodles mountain brook,2800 Cahaba Village Plz,,Cahaba Village Plz,2800,Mountain Brook,AL,35243,US,33.4612,-86.75404,"['Chinese', 'Asian', 'Noodles']",4.7,100.0
uber_eats-00150,uber_eats,Urbano Taco -Bar,urbano taco bar,6400 1st Ave N,,1st Ave N,6400,Birmingham,AL,35212,US,33.54819,-86.74283,"['Mexican', 'Latin American', 'Spanish']",4.4,21.0
uber_eats-00151,uber_eats,Speedy's Mexican Foods,speedy s mexican foods,275 Forest Rd,,Forest Rd,275,Hueytown,AL,35023,US,33.45407,-86.98165,['Mexican'],4.6,45.0
uber_eats-00152,uber_eats,Market Fresh (2100 7TH AVE S),market fresh 2100 7th ave s,2100 7Th Ave S,,7Th Ave S,2100,Birmingham,AL,35233,US,33.50699,-86.79837,"['American', 'Fast Food', 'Sandwich']",4.1,26.0
uber_eats-00153,uber_eats,Destiny On The 1,destiny on the 1,3030 Dartmouth Avenue,,Dartmouth Avenue,3030,Bessemer,AL,35020,US,33.41126,-86.93522,"['Soul Food', 'American', 'Burgers']",4.1,37.0
uber_eats-00154,uber_eats,Little Donkey Mexican Restaurant | Homewood,little donkey mexican restaurant homewood,2701 18th Street South,,18th Street South,2701,Birmingham,AL,35205,US,33.48294,-86.79133,"['Mexican', 'Latin American', 'Comfort Food']",4.7,96.0
uber_eats-00155,uber_eats,The Juicy Seafood,the juicy seafood,7724 Ludington Lane,,Ludington Lane,7724,Birmingham,AL,35210,US,33.532035,-86.717439,"['Seafood', 'American', 'Southern']",4.3,76.0
uber_eats-00156,uber_eats,Wasabi Juan's (Downtown),wasabi juan s downtown,2201 2nd Ave S,Suite 105,2nd Ave S,2201,Birmingham,AL,35233,US,33.51211,-86.79992,"['Sushi', 'Burritos', 'Tacos']",5.0,11.0
uber_eats-00157,uber_eats,Urban Cookhouse (Crestline),urban cookhouse crestline,212 Country Club Park,,Country Club Park,212,Mountain Brk,AL,35213,US,33.50194,-86.75774,"['Salads', 'American', 'Sandwich']",4.9,48.0
uber_eats-00158,uber_eats,Hardee's (1616 Decatur Hwy),hardee s 1616 decatur hwy,1616 Decatur Hwy,,Decatur Hwy,1616,Fultondale,AL,35068,US,33.60959,-86.79739,"['American', 'Breakfast and Brunch', 'Burgers', 'Chicken', 'Fast Food', 'Sandwich']",,
uber_eats-00159,uber_eats,Dockside Charlie's (1709 Fulton Rd),dockside charlie s 1709 fulton rd,1709 Fulton Rd,,Fulton Rd,1709,Fultondale,AL,35068,US,33.60956,-86.80566,"['American', 'Seafood']",,
uber_eats-00160,uber_eats,Alfredo's Pizza Cafe,alfredo s pizza cafe,803 Green Springs Highway,803,Green Springs Highway,803,Homewood,AL,35209,US,33.46167,-86.81806,"['Pizza', 'American', 'Italian', 'Sandwich', 'Salads']",3.9,32.0
uber_eats-00161,uber_eats,Woodbury's Food for the Soul,woodbury s food for the soul,4814 Main Street,,Main Street,4814,Adamsville,AL,35005,US,33.60057,-86.95338,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-00162,uber_eats,Newk's Eatery (611 Richard Arrington Jr Blvd S),newk s eatery 611 richard arrington jr blvd s,611 Richard Arrington Jr Blvd S,,Richard Arrington Jr Blvd S,611,Birmingham,AL,35233,US,33.5073143,-86.7986601,"['Sandwiches', 'American', 'Healthy']",4.6,100.0
uber_eats-00163,uber_eats,Cosmic Wings - 5 Points West,cosmic wings 5 points west,2246 Bessemer Road,,Bessemer Road,2246,Birmingham,AL,35207,US,33.49759,-86.87686,"['American', 'Bar Food', 'Wings', 'Fast Food', 'Chicken', 'Family Meals', 'Exclusive to Eats', 'Comfort Food']",3.5,13.0
uber_eats-00164,uber_eats,Huddle House (2751 Allison Bonnet Memorial Hwy),huddle house 2751 allison bonnet memorial hwy,2751 ALLISON BONNET MEMORIAL HWY,,ALLISON BONNET MEMORIAL HWY,2751,HUEYTOWN,AL,35023,US,33.45479,-86.96679,"['American', 'Breakfast &amp', 'Brunch', 'Salads']",3.8,80.0
uber_eats-00165,uber_eats,Panera (1400 University Blvd),panera 1400 university blvd,1400 University Blvd,,University Blvd,1400,Birmingham,AL,35233,US,33.5016263,-86.8071057,"['Breakfast and Brunch', 'salad', 'Sandwich', 'Pizza', 'Healthy', 'American', 'Chicken']",4.7,55.0
uber_eats-00166,uber_eats,Greenhouse,greenhouse,1017 Oxmoor Rd,,Oxmoor Rd,1017,Birmingham,AL,35209,US,33.4736204,-86.80759,"['Salads', 'American', 'Vegetarian', 'Healthy']",4.9,100.0
uber_eats-00167,uber_eats,Hootie's Chicken Tenders (1278 Oak Grove Road),hootie s chicken tenders 1278 oak grove road,1278 Oak Grove Road,,Oak Grove Road,1278,Birmingham,AL,35209,US,33.44328,-86.82908,"['American', 'Chicken Strips', 'Wings', 'Chicken']",,
uber_eats-00168,uber_eats,Underground Chuck's (1709 Fulton Rd),underground chuck s 1709 fulton rd,1709 Fulton Rd,,Fulton Rd,1709,Fultondale,AL,35068,US,33.60956,-86.80566,"['American', 'Sandwich', 'Burgers']",,
uber_eats-00169,uber_eats,The Electric,the electric,2146 Tyler Road,,Tyler Road,2146,Hoover,AL,35226,US,33.41647,-86.84452,"['American', 'Sandwiches', 'Salads']",,
uber_eats-00170,uber_eats,Denny's (224 Daniel Payne Drive N),denny s 224 daniel payne drive n,224 Daniel Payne Drive N,,Daniel Payne Drive N,224,Birmingham,AL,35207,US,33.562544,-86.830681,"['American', 'Breakfast and Brunch', 'Coffee and Tea', 'Dinner', 'Desserts', 'Salads', 'Steak', 'Sandwich', 'Family Meals']",3.5,68.0
uber_eats-00171,uber_eats,Wing Town,wing town,1620 Forestdale Boulevard,,Forestdale Boulevard,1620,Birmingham,AL,35214,US,33.56894,-86.89912,"['Comfort Food', 'American', 'Burgers']",,
uber_eats-00172,uber_eats,The Purple Onion (Hueytown),the purple onion hueytown,3044 Allison-Bonnett Memorial Drive,,Allison-Bonnett Memorial Drive,3044,Bessemer,AL,35023,US,33.45133,-86.98123,"['Mediterranean', 'Greek', 'Comfort Food']",4.5,97.0
uber_eats-00173,uber_eats,Crawdaddy's,crawdaddy s,2247 Pelham Pky,,Pelham Pky,2247,Birmingham,AL,35005,US,33.592864772769964,-86.95821521368951,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-00174,uber_eats,Hero Doughnuts (Parkside),hero doughnuts parkside,1701 1st Avenue South,,1st Avenue South,1701,Birmingham,AL,35233,US,33.5097,-86.8075,"['Burgers', 'American', 'Sandwiches']",4.8,59.0
uber_eats-00175,uber_eats,The Purple Onion (Lakeview),the purple onion lakeview,737 29th Street South,,29th Street South,737,Birmingham,AL,35233,US,33.51085,-86.78597,"['Mediterranean', 'Wings', 'Comfort Food']",4.3,100.0
uber_eats-00176,uber_eats,The Millionaire Cheesesteaks,the millionaire cheesesteaks,1100 Forestdale Blvd.,,Forestdale Blvd.,1100,Birminham,AL,63112,US,33.55725937216879,-86.89021022014529,"['Sandwiches', 'American', 'Comfort Food']",,
uber_eats-00177,uber_eats,Hootie's Burger Bar (1278 Oak Grove Road),hootie s burger bar 1278 oak grove road,1278 Oak Grove Road,,Oak Grove Road,1278,Birmingham,AL,35209,US,33.4431257,-86.8291813,"['American', 'Bar Food', 'burger', 'Sandwiches', 'Burgers']",,
uber_eats-00178,uber_eats,Wings R King (Hoover),wings r king hoover,1535 Montgomery Hwy,,Montgomery Hwy,1535,Hoover,AL,35216,US,33.41046,-86.80547,"['Wings', 'American', 'Fast Food']",4.3,100.0
uber_eats-00179,uber_eats,Firehouse Subs (Homewood),firehouse subs homewood,808 Green Springs Hwy,,Green Springs Hwy,808,Homewood,AL,35209,US,33.46055,-86.81937,"['American', 'Sandwich']",4.7,73.0
uber_eats-00180,uber_eats,Gus's World Famous Fried Chicken (Birmingham),gus s world famous fried chicken birmingham,2201 2nd Ave S,,2nd Ave S,2201,Birmingham,AL,35233,US,33.5120143,-86.8001379,"['Comfort Food', 'American', 'Wings']",4.5,43.0
uber_eats-00181,uber_eats,Kings Wings,kings wings,1100 Forestdale Blvd,,Forestdale Blvd,1100,Birmingham,AL,35214,US,33.55741,-86.8903,"['Wings', 'American', 'Fast Food']",4.3,26.0
uber_eats-00182,uber_eats,Wylam Wings &amp; Things,wylam wings amp things,710 Bank Street,,Bank Street,710,Birmingham,AL,35224,US,33.5052,-86.92167,"['Wings', 'American', 'Fast Food']",4.0,55.0
uber_eats-00183,uber_eats,Oak Hill Bar &amp; Grill,oak hill bar amp grill,2835 18th St S,,18th St S,2835,Birmingham,AL,35209,US,33.47998,-86.79149,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-00184,uber_eats,Hero Doughnuts (Homewood),hero doughnuts homewood,3027 Central Ave,,Central Ave,3027,Homewood,AL,35209,US,33.47608,-86.79674,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",4.8,77.0
uber_eats-00185,uber_eats,Wings Plus V &amp; Grill,wings plus v amp grill,755 Shades Mountain Plaza,,Shades Mountain Plaza,755,Hoover,AL,35226,US,33.4140201,-86.8440438,"['Black-owned', 'American', 'Family Meals']",4.1,46.0
uber_eats-00186,uber_eats,Wendy's (213 State Farm Pkwy),wendy s 213 state farm pkwy,213 State Farm Pkwy,,State Farm Pkwy,213,Homewood,AL,35209,US,33.447396,-86.825589,"['American', 'Burgers', 'Fast Food']",4.1,25.0
uber_eats-00187,uber_eats,Crown kitchen and Catering,crown kitchen and catering,"2017 Avenue F, Birmingham AL",,"Avenue F, Birmingham AL",2017,,,35218,US,33.5108811,-86.8966982,"['Comfort Food', 'American', 'Wings']",3.7,17.0
uber_eats-00188,uber_eats,A-Wings (Montclair Rd),a wings montclair rd,1680 Montclair Rd,,Montclair Rd,1680,Irondale,AL,35210,US,33.52784,-86.717922,"['American', 'Wings', 'Sandwich']",4.2,86.0
uber_eats-00189,uber_eats,The Purple Onion (Hoover),the purple onion hoover,1551 Montgomery Highway,,Montgomery Highway,1551,Vestavia Hills,AL,35216,US,33.40672,-86.80573,"['Mediterranean', 'American', 'Greek']",4.3,100.0
uber_eats-00190,uber_eats,Wings R King (Birmingham/Tarrant),wings r king birmingham tarrant,3833 E Lake Blvd,,E Lake Blvd,3833,Birmingham,AL,35217,US,33.55279,-86.78189,"['Wings', 'American', 'Fast Food']",4.1,100.0
uber_eats-00191,uber_eats,Overtime Grill &amp; Bar,overtime grill amp bar,100 Frankfurt Cir,,Frankfurt Cir,100,Birmingham,AL,35211,US,33.4382811,-86.86596,"['American', 'Sandwich', 'Salads', 'Healthy']",4.4,17.0
uber_eats-00192,uber_eats,B&amp;W Philly Steaks,b amp w philly steaks,707 Richard Arrington Junior Boulevard South,103B,Richard Arrington Junior Boulevard South,707,Birmingham,AL,35233,US,33.5083,-86.8004,"['Salads', 'American', 'Seafood', 'Sandwich', 'Wings']",4.7,30.0
uber_eats-00193,uber_eats,Onetaste,onetaste,833 Park Road,,Park Road,833,Pleasant Grove,AL,35127,US,33.49062295907163,-86.97795604963582,"['Soul Food', 'American', 'Burgers']",,
uber_eats-00194,uber_eats,Dairy Queen Grill &amp; Chill (1349 Hueytown Rd),dairy queen grill amp chill 1349 hueytown rd,1349 Hueytown AL,,Hueytown AL,1349,,,35023,US,33.446515,-86.9969224,"['Ice Cream + Frozen Yogurt', 'Burgers', 'Chicken', 'American']",4.4,15.0
uber_eats-00195,uber_eats,Steak-Out,steak out,1717 28th Ave S,,28th Ave S,1717,Birmingham,AL,35209,US,33.4803897,-86.793482,"['Burgers', 'American', 'Sandwiches']",4.1,61.0
uber_eats-00196,uber_eats,Jim ‘N Nick’s Bar-B-Q (Gardendale),jim n nick s bar b q gardendale,915 Odum Rd,,Odum Rd,915,Gardendale,AL,35071,US,33.64863,-86.8255,"['BBQ', 'American', 'Burgers']",4.7,35.0
uber_eats-00197,uber_eats,KFC (1800 20th Street Ensley),kfc 1800 20th street ensley,1800 20th Street,,20th Street,1800,"Ensley, Birmingham",AL,35218,US,33.5095866,-86.8857138,"['American', 'Fast Food', 'wings']",4.0,11.0
uber_eats-00198,uber_eats,Rodney Scott's BBQ (Birmingham),rodney scott s bbq birmingham,3719 3rd Ave S,,3rd Ave S,3719,Birmingham,AL,35222,US,33.5213452,-86.77839,"['Black-owned', 'BBQ', 'American', 'Burgers', 'Family Meals']",4.6,100.0
uber_eats-00199,uber_eats,MrBeast Burger (2751 Allison-Bonnett Memorial Drive),mrbeast burger 2751 allison bonnett memorial drive,2751 Allison-Bonnett Memorial Drive,,Allison-Bonnett Memorial Drive,2751,Hueytown,AL,35023,US,33.45479,-86.96679,"['American', 'Desserts']",4.2,33.0
uber_eats-00200,uber_eats,O'Charley's (1709 Fulton Rd),o charley s 1709 fulton rd,1709 Fulton Rd,,Fulton Rd,1709,Fultondale,AL,35068,US,33.609534,-86.805809,"['American', 'Family Meals']",4.3,100.0
uber_eats-00201,uber_eats,Wayback Burger (1801 4Th Avenue South Suite 103),wayback burger 1801 4th avenue south suite 103,1801 4Th Avenue South,,4Th Avenue South,1801,Birmingham,AL,35233,US,33.5074677,-86.80459,"['Burgers', 'American', 'Sandwich', 'Salads', 'Healthy']",4.4,100.0
uber_eats-00202,uber_eats,Zaxby's (2880 Allison-Bonnett Memorial Dr),zaxby s 2880 allison bonnett memorial dr,2880 Allison-Bonnett Memorial Dr.,,Allison-Bonnett Memorial Dr.,2880,Bessemer,AL,35023,US,33.4539272,-86.9693379,"['American', 'Wings', 'Salads', 'Healthy', 'Family Meals']",4.4,26.0
uber_eats-00203,uber_eats,Captain D's (1141 Forestdale Boulevard),captain d s 1141 forestdale boulevard,1141 Forestdale AL,,Forestdale AL,1141,,,35214,US,33.5589871,-86.8903604,"['Seafood', 'Fast Food', 'Fish and Chips', 'American', 'Family Meals']",,
uber_eats-00204,uber_eats,BK Clouds LLC,bk clouds,1539 S Main St,,S Main St,1539,Graysville,AL,35073,US,33.61178,-86.96377,"['Comfort Food', 'American', 'Burgers']",4.7,14.0
uber_eats-00205,uber_eats,Burger King (1484 Forestdale Blvd),burger king 1484 forestdale blvd,1484 Forestdale Blvd,,Forestdale Blvd,1484,Birmingham,AL,35214,US,33.565045,-86.8963771,"['American', 'burger', 'Fast Food', 'Family Meals']",3.2,16.0
uber_eats-00206,uber_eats,Cracker Barrel Old Country Store (901 Fieldstown Road),cracker barrel old country store 901 fieldstown road,901 Fieldstown Road,,Fieldstown Road,901,Gardendale,AL,35071,US,33.6478117,-86.8307827,"['Burgers', 'American', 'Sandwiches', 'Family Meals']",4.4,64.0
uber_eats-00207,uber_eats,McDonald's® (1309 FORESTDALE BLVD),mcdonald s 1309 forestdale blvd,1309 FORESTDALE BLVD,,FORESTDALE BLVD,1309,BIRMINGHAM,AL,35214,US,33.5617425,-86.8925979,"['American', 'Burgers', 'Fast Food']",4.0,29.0
uber_eats-00208,uber_eats,Five Guys AL-1183 3345 Lowery Pkwy,five guys al 1183 3345 lowery pkwy,3345 Lowery Pkwy,,Lowery Pkwy,3345,Fultondale,AL,35068,US,33.6016852,-86.8052927,"['American', 'Burgers', 'Sandwich']",4.7,74.0
uber_eats-00209,uber_eats,Steel City Pops (2821 Central Ave),steel city pops 2821 central ave,2821 Central Ave,,Central Ave,2821,Homewood,AL,35209,US,33.4793,-86.7945,"['Desserts', 'Ice Cream + Frozen Yogurt', 'Japanese sweets', 'Juice and Smoothies', 'Vegetarian Friendly']",,
uber_eats-00210,uber_eats,Market Cafe,market cafe,808 20th St S,,20th St S,808,Birmingham,AL,35205,US,33.5043148,-86.7992686,"['Burgers', 'American', 'Sandwiches', 'Salads', 'Healthy', 'Pizza', 'Vegetarian Friendly']",,
