id,title,author,rating,numratings,language,genres,bookformat,edition,page_count,publisher,publish_year,price,isbn_clean
goodreads_3530,Goddess of Spring,P.C. Cast (Goodreads Author),4.2,9439,English,"Romance, Fantasy, Mythology, Paranormal Romance, Paranormal, Fiction, Magic, Greek Mythology, Adult, Urban Fantasy",Mass Market Paperback,nan,360,Berkley Sensation,2004,4.900000095367432,0425197492
goodreads_3543,Girlfriend in a Coma,Douglas Coupland (Goodreads Author),3.61,18198,English,"Fiction, Canada, Contemporary, Science Fiction, Novels, Dystopia, Post Apocalyptic, Fantasy, Literature, Literary Fiction",Paperback,nan,288,ReganBooks,1999,5.170000076293945,0060987324
goodreads_3580,The Six Wives of Henry VIII,Alison Weir,4.1,62569,English,"History, Nonfiction, Biography, Historical, Tudor Period, British Literature, Biography Memoir, European History, Audiobook, 16th Century",Paperback,nan,643,Grove Press,1992,5.650000095367432,0802136834
goodreads_3595,Death of the Body,Rick Chiantaretto (Goodreads Author),3.83,215,English,"Fantasy, Paranormal, Urban Fantasy, Young Adult, Supernatural, Demons, Horror, Fiction",Paperback,nan,398,Orenda Press,2013,17.75,1940748003
goodreads_3604,Danse Macabre,Laurell K. Hamilton (Goodreads Author),3.82,43638,English,"Urban Fantasy, Vampires, Paranormal, Fantasy, Romance, Paranormal Romance, Fiction, Horror, Supernatural, Erotica",Mass Market Paperback,nan,517,Jove,2007,5.880000114440918,0515142816
goodreads_3626,Voices from Chernobyl: The Oral History of a Nuclear Disaster,"Svetlana Alexievich, Keith Gessen (Goodreads Author) (translator), Alma Lapinskienė (Translator)",4.41,36426,English,"Nonfiction, History, Russia, Science, Nobel Prize, Historical, Ukraine, Journalism, Memoir, Politics",Paperback,nan,236,Picador,2006,13.640000343322754,0312425848
goodreads_3755,Jayber Crow,Wendell Berry,4.37,11449,English,"Fiction, Historical Fiction, Classics, Novels, Literature, Literary Fiction, Audiobook, Adult Fiction, Poetry, Southern",Paperback,nan,363,Counterpoint LLC,2001,9.579999923706055,1582431604
goodreads_3793,Emperor of Thorns,Mark Lawrence (Goodreads Author),4.25,43969,English,"Fantasy, Fiction, Epic Fantasy, Science Fiction, Post Apocalyptic, High Fantasy, Dark Fantasy, Dark, Dystopia, Magic",Hardcover,nan,434,Ace,2013,7.610000133514404,0425256855
goodreads_3862,Kisses from Katie,"Katie Davis, Beth Clark, Katie Davis Majors",4.41,27680,English,"Nonfiction, Christian, Biography, Memoir, Faith, Christianity, Inspirational, Christian Non Fiction, Christian Living, Religion",Hardcover,nan,288,Howard Books,2011,3.549999952316284,1451612060
goodreads_3891,The Duke and I,Julia Quinn (Goodreads Author),4.05,87418,English,"Romance, Historical Romance, Historical, Historical Fiction, Regency, Fiction, Adult, Regency Romance, Chick Lit, Humor",Mass Market Paperback,nan,384,Avon Books,2006,7.579999923706055,0380800829
goodreads_3905,Black Ice,Stephen Tesher (Goodreads Author),4.42,326,English,"Contemporary, Fiction, Epic, Drama",Paperback,nan,330,Createspace Independent Publishing Platform,2014,15.399999618530273,1494494280
goodreads_3957,La Horde du Contrevent,Alain Damasio,4.46,3777,French,"Fantasy, Science Fiction, France, Fiction, Roman, Novels, Dystopia, Science Fiction Fantasy, French Literature, Adventure",Mass Market Paperback,Folio SF,736,Gallimard,2007,4.639999866485596,2070342263
goodreads_3960,Third Grave Dead Ahead,Darynda Jones (Goodreads Author),4.36,39876,English,"Urban Fantasy, Paranormal, Fantasy, Romance, Mystery, Paranormal Romance, Ghosts, Demons, Adult, Supernatural",Hardcover,nan,310,St. Martin's Press,2012,4.989999771118164,1250001544
goodreads_3995,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick (Goodreads Author),4.15,84560,English,"Nonfiction, History, Adventure, Historical, Survival, American History, Audiobook, Biography, Maritime, Adult",Paperback,First Edition,302,Penguin Books,2001,0.8700000047683716,0141001828
goodreads_4011,Three to Get Deadly,Janet Evanovich (Goodreads Author),4.14,136354,English,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Mystery Thriller, Comedy, Adult, Contemporary",Mass Market Paperback,nan,321,St. Martin's Press,1998,3.2200000286102295,0312966091
goodreads_4018,The Last Sin Eater,Francine Rivers (Goodreads Author),4.1,26470,English,"Christian Fiction, Fiction, Christian, Historical Fiction, Historical, Adult, Novels, Adult Fiction, Inspirational, Religion",Paperback,nan,332,Tyndale House Publishers,2007,5.260000228881836,1414315716
goodreads_4107,The Rest of Us Just Live Here,Patrick Ness,3.7,49772,English,"Young Adult, Fantasy, Contemporary, Fiction, LGBT, Paranormal, Mental Health, Audiobook, Romance, Mental Illness",Hardcover,nan,348,Walker Books,2015,0.8500000238418579,1406331163
goodreads_4130,Sword in the Storm,David Gemmell,4.27,10072,English,"Fantasy, Fiction, Epic Fantasy, Heroic Fantasy, Adventure, High Fantasy, Adult, Science Fiction Fantasy, Novels, Sword and Sorcery",Paperback,nan,439,Del Rey,2001,4.340000152587891,0345432347
goodreads_4149,The Book of the New Sun,Gene Wolfe,4.19,3482,English,"Fantasy, Science Fiction, Fiction, Science Fiction Fantasy, Novels, Classics, Literature, Speculative Fiction, Post Apocalyptic, American",Hardcover,1st Science Fiction Book Club Edition,950,SFBC,1998,38.959999084472656,1568658079
goodreads_4237,JR,"William Gaddis, Frederick R. Karl (Introduction)",4.29,2700,English,"Fiction, Classics, Literature, Novels, American, Literary Fiction, 20th Century, The United States Of America, Contemporary, United States",Paperback,nan,752,nan,1993,16.350000381469727,0140187073
goodreads_4238,Dictionary of the Khazars,"Milorad Pavić, Christina Pribićević-Zorić (Translator)",4.17,5574,English,"Fiction, Fantasy, Historical Fiction, Magical Realism, Literature, Serbian Literature, Classics, Novels, Historical, 20th Century",Paperback,Male edition,354,Vintage,1989,3.5899999141693115,0679724613
goodreads_4262,Falls the Shadow,Sharon Kay Penman (Goodreads Author),4.4,9005,English,"Historical Fiction, Fiction, Historical, Medieval, British Literature, 13th Century, Romance, Fantasy, Novels, Plantagenet",Paperback,14th,580,Ballantine Books,1989,5.679999828338623,0345360338
goodreads_4336,Cities of the Plain,Cormac McCarthy,4.1,20163,English,"Fiction, Westerns, Literature, Novels, Historical Fiction, American, Literary Fiction, Contemporary, Classics, Adventure",Paperback,"First Vintage International Edition, July 1999",292,Vintage Books,1999,2.740000009536743,0679747192
goodreads_4376,The Twilight Saga: The Official Illustrated Guide,Stephenie Meyer,4.25,31275,English,"Young Adult, Vampires, Fantasy, Paranormal, Fiction, Romance, Werewolves, Supernatural, Reference, Paranormal Romance",Hardcover,nan,543,"Little, Brown Young Readers",2011,37.709999084472656,0316043125
goodreads_4405,Dispatches,Michael Herr,4.24,16073,English,"Nonfiction, History, War, Journalism, Memoir, Military Fiction, Military History, Biography, American History, Asia",Paperback,nan,260,Vintage,1991,2.799999952316284,0679735259
goodreads_4434,Moab Is My Washpot,Stephen Fry,3.96,21280,English,"Nonfiction, Biography, Memoir, Autobiography, Humor, Biography Memoir, British Literature, LGBT, Audiobook, Comedy",Paperback,nan,366,Soho Press,2003,2.759999990463257,1569472025
goodreads_4459,Excession,Iain M. Banks,4.2,25160,English,"Science Fiction, Fiction, Space Opera, Cultural, Science Fiction Fantasy, Fantasy, Novels, Space, Speculative Fiction, Banks",Mass Market Paperback,nan,499,Bantam Spectra (NY),1998,5.610000133514404,0553575376
goodreads_4471,The Dark Highlander,Karen Marie Moning (Goodreads Author),4.29,34418,English,"Romance, Time Travel, Paranormal Romance, Paranormal, Historical Romance, Fantasy, Historical, Fae, Fiction, Historical Fiction",Mass Market Paperback,nan,370,Dell,2002,1.0099999904632568,0440237556
goodreads_4507,The Calling,Kelley Armstrong (Goodreads Author),4.09,31853,English,"Young Adult, Paranormal, Fantasy, Urban Fantasy, Supernatural, Romance, Shapeshifters, Fiction, Paranormal Romance, Teen",Hardcover,First Edition,326,Harper,2012,3.7799999713897705,0061797057
goodreads_4554,Nights at the Circus,Angela Carter,3.91,10349,English,"Fiction, Fantasy, Magical Realism, Historical Fiction, Classics, Feminism, Novels, British Literature, Literature, 20th Century",Paperback,nan,295,Penguin Books,1986,5.449999809265137,0140077030
goodreads_4592,Shopaholic and Sister,Sophie Kinsella (Goodreads Author),3.67,84230,English,"Chick Lit, Fiction, Romance, Contemporary, Humor, Adult, Adult Fiction, Comedy, British Literature, Contemporary Romance",Paperback,nan,388,Dell Publishing Company,2006,3.0899999141693115,044024191X
goodreads_4617,The 101 Dalmatians,"Dodie Smith, Michael Dooling (Illustrator)",4.12,34236,English,"Classics, Childrens, Fiction, Animals, Fantasy, Adventure, Middle Grade, Young Adult, Dogs, Audiobook",Hardcover,nan,184,Barnes Noble,1996,3.0999999046325684,0760704066
goodreads_4640,The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,4.13,33337,English,"Poetry, Fiction, Short Stories, Fantasy, Humor, Horror, Art, Gothic, Graphic Novels, Childrens",Hardcover,nan,115,Rob Weisbach Books,1997,3.569999933242798,0688156819
goodreads_4750,Heartless,Anne Elisabeth Stengl (Goodreads Author),3.75,3151,English,"Fantasy, Young Adult, Christian Fiction, Dragons, Romance, Christian, Fiction, Christian Fantasy, Magic, Fairy Tales",Paperback,nan,363,Bethany House Publishers,2010,1.6399999856948853,0764207806
goodreads_4764,The Door Into Summer,Robert A. Heinlein,4.01,22242,English,"Science Fiction, Fiction, Time Travel, Science Fiction Fantasy, Fantasy, Classics, Speculative Fiction, Audiobook, Adventure, Novels",Paperback,nan,304,Del Rey,1997,5.5,0345413997
goodreads_4766,Sadako and the Thousand Paper Cranes,"Eleanor Coerr, Ronald Himler (Illustrations)",4.1,21535,English,"Historical Fiction, Childrens, Fiction, Young Adult, Japan, Classics, Middle Grade, Historical, School, Read For School",Paperback,nan,80,Puffin,1999,6.230000019073486,0698118022
goodreads_4791,Summer of Night,Dan Simmons,4.03,20154,English,"Horror, Fiction, Thriller, Fantasy, Mystery, Coming Of Age, Suspense, Supernatural, Paranormal, Adventure",Mass Market Paperback,nan,600,Warner Books,1992,5.269999980926514,0446362662
goodreads_4808,A Briefer History of Time,"Stephen Hawking, Leonard Mlodinow",4.23,30667,English,"Science, Nonfiction, Physics, History, Astronomy, Popular Science, Philosophy, Audiobook, Space, Education",Hardcover,nan,176,Bantam,2005,6.920000076293945,0553804367
goodreads_4835,Sins of the Night,Sherrilyn Kenyon (Goodreads Author),4.18,34670,English,"Paranormal Romance, Paranormal, Romance, Fantasy, Vampires, Urban Fantasy, Adult, Mythology, Demons, Fiction",Mass Market Paperback,nan,331,St. Martin's Press,2005,2.859999895095825,0312934327
goodreads_4846,Revelation Space,Alastair Reynolds,3.98,44320,English,"Science Fiction, Fiction, Space Opera, Space, Science Fiction Fantasy, Audiobook, Hard Science Fiction, Speculative Fiction, Horror, Aliens",Mass Market Paperback,nan,585,Ace Books,2002,2.549999952316284,0441009425
goodreads_5005,First Rider's Call,Kristen Britain,4.21,20791,English,"Fantasy, Fiction, Magic, High Fantasy, Adventure, Young Adult, Epic Fantasy, Science Fiction Fantasy, Romance, Adult",Paperback,nan,596,DAW,2004,10.170000076293945,0756401933
goodreads_5021,Tick Tock,Dean Koontz (Goodreads Author),3.73,31200,English,"Horror, Fiction, Thriller, Mystery, Suspense, Fantasy, Paranormal, Supernatural, Mystery Thriller, Romance",Paperback,nan,352,Random House,1996,6.119999885559082,0345405137
goodreads_5087,The Rice Mother,Rani Manicka (Goodreads Author),4.13,5638,English,"Historical Fiction, Fiction, Asia, India, Historical, Asian Literature, Cultural, Contemporary, Drama, Literary Fiction",Paperback,nan,432,Penguin Books,2004,4.760000228881836,0142004545
goodreads_5120,Just for You,Mercer Mayer (Author & Illustrator),4.28,25997,English,"Childrens, Picture Books, Fiction, Kids, Family, Classics, Humor, Animals, Storytime, Young Readers",Paperback,A Golden Look-Look Book,24,"Golden Books Publishing Company, Inc.",1998,4.389999866485596,030711838X
goodreads_5126,Against Nature,"Joris-Karl Huysmans, Robert Baldick (Translator), Patrick McGuinness (Annotations)",3.86,10414,English,"Fiction, Classics, France, French Literature, Literature, 19th Century, Philosophy, Novels, Literary Fiction, Roman",Paperback,Penguin Classics,242,Penguin,2003,5.460000038146973,0140447636
goodreads_5199,Tripwire,"Lee Child (Goodreads Author), Miloš Đurđević (Translator)",4.09,97326,English,"Thriller, Fiction, Mystery, Crime, Action, Suspense, Mystery Thriller, Audiobook, Adventure, Detective",Paperback,nan,432,Jove,2000,7.300000190734863,0515128635
goodreads_5246,Eragon & Eldest,Christopher Paolini (Goodreads Author),4.3,25656,English,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, Teen, Science Fiction Fantasy, Action, Epic Fantasy",Hardcover,nan,1232,Knopf Books for Young Readers,2005,13.430000305175781,0375836586
goodreads_5255,The Awakening,L.J. Smith (Goodreads Author),3.4,64059,English,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Fiction, Paranormal Romance, Supernatural, Urban Fantasy, Horror",Paperback,Reissue,253,HarperCollins Publishers,1999,4.690000057220459,0061020001
goodreads_5287,Green Mansions,W.H. Hudson,3.73,2751,English,"Classics, Fiction, Fantasy, Romance, Literature, Adventure, Novels, Historical Fiction, Classic Literature, 20th Century",Paperback,Oxford World's Classics,240,Oxford University Press,1998,4.980000019073486,0192832883
goodreads_5377,Slingshot: Building the largest machine in human history,Robert G. Williscroft (Goodreads Author),4.38,679,English,"Fiction, Contemporary, Novels",Paperback,Second edition,362,Createspace Independent Publishing Platform,2016,174.6699981689453,1533214417
goodreads_5382,Traveling Mercies: Some Thoughts on Faith,Anne Lamott (Goodreads Author),4.15,42699,English,"Nonfiction, Memoir, Spirituality, Religion, Faith, Christian, Essays, Christianity, Biography, Biography Memoir",Paperback,nan,275,Anchor,2000,2.5999999046325684,0385496095
goodreads_5385,The Quiet Game,Greg Iles (Goodreads Author),4.2,30543,English,"Mystery, Fiction, Thriller, Mystery Thriller, Crime, Suspense, Legal Thriller, Audiobook, Southern, Adult",Paperback,nan,580,Coronet Books (GB),2000,1.4500000476837158,0340686030
goodreads_5391,Smokin' Seventeen,Janet Evanovich (Goodreads Author),3.96,74249,English,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Comedy, Mystery Thriller, Adult, Audiobook",Mass Market Paperback,nan,324,Bantam,2011,0.8500000238418579,0345527704
goodreads_5449,Endless Knight,Kresley Cole (Goodreads Author),4.37,22040,English,"Young Adult, Fantasy, Paranormal, Romance, Dystopia, Paranormal Romance, Post Apocalyptic, Magic, Urban Fantasy, Supernatural",Paperback,nan,320,Simon Schuster Books for Young Readers,2014,2.549999952316284,1442436689
goodreads_5453,Brothers in Arms,Lois McMaster Bujold (Goodreads Author),4.21,14762,English,"Science Fiction, Fiction, Space Opera, Science Fiction Fantasy, Fantasy, Audiobook, Space, Adventure, Military Fiction, Speculative Fiction",Paperback,nan,338,Baen Books,2001,9.109999656677246,0671697994
goodreads_5479,Complete Works of Oscar Wilde,"Oscar Wilde, Merlin Holland (Introduction)",4.48,13921,English,"Classics, Fiction, Poetry, Plays, Short Stories, Literature, Drama, Humor, Essays, 19th Century",Hardcover,nan,1270,HarperCollins Publishers,2003,31.600000381469727,0007144350
goodreads_5513,Five Children and It,E. Nesbit,3.87,23124,English,"Fantasy, Classics, Childrens, Fiction, Middle Grade, Young Adult, Adventure, Audiobook, British Literature, Magic",Paperback,nan,237,Puffin,1996,2.6700000762939453,0140367357
goodreads_5516,Path of Destruction,Drew Karpyshyn (Goodreads Author),4.29,21065,English,"Star Wars, Science Fiction, Fiction, Fantasy, Space Opera, Novels, Audiobook, Science Fiction Fantasy, Space, Adventure",Hardcover,nan,324,Del Rey Books,2007,10.420000076293945,0345477367
goodreads_5628,This Is What Happy Looks Like,Jennifer E. Smith (Goodreads Author),3.68,48011,English,"Young Adult, Romance, Contemporary, Realistic Fiction, Fiction, Chick Lit, Young Adult Contemporary, Young Adult Romance, Teen, Contemporary Romance",Hardcover,nan,404,Headline,2013,3.450000047683716,0316212822
goodreads_5671,Temptation,Karen Ann Hopkins (Goodreads Author),3.77,1691,English,"Young Adult, Romance, Amish, Realistic Fiction, Fiction, Young Adult Contemporary, Chick Lit, Contemporary, Young Adult Romance, Teen",Paperback,nan,383,Harlequin Teen,2012,6.510000228881836,037321054X
